"final_rate","final_name","final_date","final_reviews","final_portion","final_decision"
5,"Keirstyn G.","January 6, 2017","I would like to give a testimonial about this product my sisters and I purchased the echo Dot for my mother for Christmas who is handicapped. She stays at home by herself most days and has limited access to what she can do do to being legally blind and having a neurological disorder. Now she is able to do so many things for herself that she was unable to do for many many years. A few days after Christmas I walked over to her house in the morning to help her out and I could hear music playing and then I hear her yell out Alexa thumbs down that song. I laughed because she was upstairs laying in bed listening to music she said she'd been listening all morning and it made her so happy. This has really been a life-changing gift. Before this she was unable to turn on the TV herself or turn on her music and had a hard time with her tablet turning her audible books on now all she has to do is speak to Alexa and it has opened a whole new world for her",0.3,"negative"
4,"Axiom Brevity","January 18, 2017"," Hello Everyone,To start off my review I just wanted to mention that this product was not provided to me at a discount or free and I purchased it with my own funds.=========================================================================================================Price Point=========Fantastic! Why? Because if you're unsure of the uprising smart home trend but want to get your feet wet The New Echo Dot isn't such a heavy investment. Coming in around $50, this lets you experiment and get a taste of what everyone is talking about without breaking the bank.===================================================================================================So what comes inside the box?=======================(1x) Echo Dot (2nd Gen)(1x) 9-watt Power Adapter(1x) Micro USB cable(1x) Quick Start Guide* 3.5 mm aux cable sold separately*==========================================The Design===========================This smart home automation device resembles the dimensions of a well-dressed hockey puck. It has four buttons on it's halo-like top as well as seven microphones underneath the hood. There's a pair of buttons to increase and decrease the volume. Next you have the mute button than finally the action button for pairing the Dot to your WI-FI and/or Bluetooth devices. The speaker introduced with this model isn't too bad and deserves a bit of respect in terms of providing a decent sound for a Bluetooth transmitter, that being said there is always room for improvement. There is an illuminated edge that follows along the circular rim and lights up when alexa is speaking and called to action. The siding has a glossy finish with the USB connection and 3.5 mm aux port embedded on back to manually connect to speakers sporting the same connector. Beneath the device lies a rubber-like pad to add grip to keep it stationary on most surfaces. On the top and bottom you'll find tiny symmetrical holes for the mic's receivers to pick up on your voice as well as to help with distributing the output evenly.==========================================================================================================Functionality=========Alexa can do multiple things from controlling your thermostat, to ordering you an uber, and even playing jeopardy and solving math problems. She was mainly created to be an assistant in many fashions and is continually being integrated into appliances. I personally use the Dot for listening to music on my Bluetooth speaker, updates on weather forecasts, amazon shopping and package tracking, using Wikipedia, searching movie times and a personal reading assistant for my audible books but the list is growing seeing as she learns new skills every month and all you have to do is enable them through the Alexa app. I don't have any smart home toys to control but from my research she works more efficiently than any of the competitors (cough)(cough) Google Home.P.S. - Her jokes are corny...====================================================My Opinion-----------------This is a great opportunity for tech enthusiast and skeptics alike, as well as soccer moms and busy dads to dabble in the likes of smart home assistants. I find that the more I go through the learning curve with the Dot the more I see a practical use for it but don't get me wrong, artificial intelligence still gives me goose bumps and it's hard to get the terminator's skynet out of my brain. So I keep mine unplugged when not in use. Now, while the speaker is impressive for the quality in such a small package it will still tempt you to connect it to a more vibrant sound source so get a good speaker to pair it with.All in all,  it's not a finished product but it is the best option out there at the moment even more so for newbies and curious hopefuls treading into AI device land in terms of quality and tender. Try it out and who knows you might even find it useful.My verdict, it's worth it!Axiom Brevity==========[...] You can also check out all my other reviews on You Tube @ Axiom Brevity.Thank you for your time.",0.736842105263158,"positive"
4,"raypenny3","April 1, 2017","After changing my ISP from CenturyLink to Comcast my Dot stopped working. I spent literally hours online and on the phone with Comcast and Amazon I even sent the Dot back for repair. Still wouldn't work. Did a lot of research and when I checked my router I found Comcast had disabled 2.4 gz frequency which the Dot uses (it won't work on 5.0). Such a simple fix after weeks of frustration and not one service rep aware of this issue.Back to loving my Dot and adding lots of helpful skills. Would have given 5 stars but for the lack of customer service.",0.571428571428571,"positive"
5,"ERICA ARRIAGA","February 1, 2017","To give it five stars it truly must be powerful. I finally caved in and decided to get an Echo Dot to take my home automation a step further. First off the price is great. very reasonable and easily cost effective to add more. now I have mine in my bedroom and it works flawlessly. the app is easily to connect to. (I have an iPhone)  and connecting my Nest (smart thermostat) and philips hue was a breeze, along with my wemo switches. My absolute favorite is having IFTTT (if this then that) application installed. Every night I say ""Alexia trigger bedtime"" and like magic all the nights in my room turn off. Since my room is so close to the kitchen i often step over to set a timer or alarm and when my lights start flashing through the house i know my timer is off. Let me tell ya, this alone has saved a few dozen cookies from burning 😉.  I'm fine with the loudness of the speaker as back noise to whatever I'm doing and setting up Pandora and I heart radio is a breeze. Also connecting a Bluetooth speaker is super easy and works like a charm.I often have Alexia set alarms, turn on and off the lights, news brief .  I trigger (using IFTTT) bedtime, partymode(makes the hue lights change colors in a rainbow fashion), oh and try alexia trigger self destruct 😂I really enjoy my Echo Dot and i definitely see myself buying the larger one plus another Dot in the future. I hope over time it continues to improve and get smarter 😊",0.869565217391304,"positive"
5,"Forrest","December 25, 2016","Just recieved my Echo Dot a few days ago as a graduation gift and it has been truly life changing! This is the all-in-one solution I have been looking for my old Sony G Box. Prior to this I was using Chromecast audio and a Bluetooth adapter that fit on top of the iPod dock using the old apple standard so I would have to constantly walk up to the box and switch between Bluetooth and castiing which took up a lot of time. The reason I did this was because I like to stream from multiple music services like Apple Music and Spotify but you could only listen over wifi with Spotify because Apple Music doesn't support it.Echo Dot has Bluetooth built in so I can seamlessly switch to services (like Apple Music) that don't support wifi streaming with just a simple voice command!Speaking of voice commands so far Alexa has been able to understand me most of the time and it's been really convient. You do have to give up some privacy with the voice commands but there is a switch on the device to turn the mic off which is nice.My only issue is not with the device itself but with the Alexa app. Amazon needs more developers to work on it to make it more intuitive and faster. Right now the app feels clunky and slow. If Amazon can fix this issue than it will be perfect. I'm still giving a five star rating because the device is just so good.",0.764705882352941,"positive"
5,"JMDK","December 30, 2016","The Good:  The Echo Dots have great sound and lots of useful features.  You can ask them to play music from a number of sources such as Amazon Prime Music, iHeart Radio, Pandora, etc...  Using skills in the Alexa App (available for iOS and Android), you can interface with WiFi outlets, light switches, thermostats, etc...  Alexa can set up timers or alarms and give you weather updates, sports updates, even order a pizza (if you set up the skill).  If you have multiple Echos, they coordinate to know which one you're talking to.  You can even change the wake-up word (choice of ""Alexa"", ""Amazon"" or ""Echo"").The Bad:  The voice recognition works well if your first language is English, although it has some issues with people speaking with thicker accents.Overall:  We liked these enough that we ended up getting a number of these for different rooms with one as a Christmas present.  It would be nice to have voice profiles to make sure that an underage child doesn't order a bunch of stuff.  It would also be nice if Amazon had a native scripting language to program custom Alexa commands and save the scripts to the user's account.  I can only hope it's an upcoming feature.",0.785714285714286,"positive"
5,"James Emmert Hunt","December 27, 2016","Love love love love my Alexa.  She is amazing. She also runs my new smart home. From Nest products to Phillips Hue.  Alexa is the Best. She is right beside of my bed.",1,"positive"
5,"Monta","November 15, 2016","I mainly bought this for large entertainment center which I placed lights in the cabinet 4 doors. I had  originally had the lights on a timer , but the days going from long and shorter days lights would come on way to early.it was a pain to move the cabinet to adjust the timer.Now with Echo paired with WeMo I can have Alexa turn lights on and off. WeMo app I can set the lights to turn on and off useing it that way too.. but it's fun telling Alexa to do it😀",0.5,"netural"
5,"joabkonnor&amp;adysen","December 1, 2016","My husband gave me one as an early Christmas present last night. Immediately fell in love!!!! I set an alarm to mess with my 8 year old this morning and he came running into my room freaking out trying to figure out how to turn it off 😂😂. Fast forward a few hours I knew we needed a second one so I swooped one up at Fred Meyers and the kids are having a blast playing music and asking questions. Thanks amazon for another great product! Keep em coming! We are long time customers with several kindles and kindle fires. You never fail us! And thanks for making music unlimited affordable on the echo! I have a feeling we will order few more of these after the holidays are over.",0.5,"netural"
5,"R. Shuck","November 4, 2016","It's an echo device, so it's pretty good. The full sized echo has a better speaker. This seems to respond well, and if by chance your other Echo products ""hear"" you say something, it looks like Amazon created a method that will only allow one device to respond/comply. For instance, if I say Alexa, the dot or the Echo will light up the ring, and one of them will turn off. It may select by the quality of your voice input as detected by the microphones, but either way, it won't double-add stuff to your shopping list or anything like that. It also seems to know now what the Echo commercials sound like, so if someone on TV calls it out, your echo will light the ring and then go right back off.I have found the Echo's achilles heel though: white noise. A white noise source like a nature sound machine/app/dream machine can make it very difficult for the Echo to hear you, even if it's streaming that sound via bluetooth. I don't know if there's a fix or workaround, but be prepared.",0.75,"positive"
3,"Kainesmith.ky","December 30, 2016","I really like the echo dot so far. It has a few issues though which I will outline below.She tends to speak when not spoken to.  I am a 30 year old male that lives alone and it makes me jump every time but because I'm a big brave man I fight through the fear. Jokes aside though, if it were an older person who lives alone I could really see that being a problem. I'll be sitting watching tv and she will ask me to repeat my question or state a random answer to a question that I did not ask, maybe she picks up the tv I'm not sure.If there is any other noise what so ever she doesn't pick up the wake up word, so be prepared to mute the tv, tell everyone to be quiet and then say Alexa, or in my case echo. I have had to say echo releatedly a few times.Some good about it is the surprisingly good sound of the speaker when it's playing music. It is much better than I expected after reading some of the reviews.I like the ""to do list"" and ""shopping list"" feature which I add to the lists in the app for more clarity then have her read them back to me every morning. I also like asking for world news every morning when I first get up.It looks neat also and over all for the price I think it is worth it even if it only played music upon command from across the room. I can see myself using her for that the most.",0.733333333333333,"positive"
